,firstname,lastname,party,total,individual,pac,contributor,race,state,icpsr
0,martin,heinrich,democrat,117304,107325,9979,League of Conservation Voters,NMS1,NM,20930
1,martin,heinrich,democrat,62067,62067,0,JStreetPAC,NMS1,NM,20930
2,martin,heinrich,democrat,59451,59451,0,University of New Mexico,NMS1,NM,20930
3,martin,heinrich,democrat,49100,49100,0,MMR Constructors,NMS1,NM,20930
4,martin,heinrich,democrat,35452,31202,4250,"Akin, Gump et al",NMS1,NM,20930
5,martin,heinrich,democrat,32500,32500,0,"Robbins, Geller et al",NMS1,NM,20930
6,martin,heinrich,democrat,30010,23510,6500,NextEra Energy,NMS1,NM,20930
7,martin,heinrich,democrat,28950,18950,10000,General Atomics,NMS1,NM,20930
8,martin,heinrich,democrat,27000,27000,0,Blackstone Group,NMS1,NM,20930
9,martin,heinrich,democrat,24300,24300,0,Mmr Group,NMS1,NM,20930
10,martin,heinrich,democrat,22500,17500,5000,Tellurian Inc,NMS1,NM,20930
11,martin,heinrich,democrat,20750,15750,5000,"Brownstein, Hyatt et al                 ",NMS1,NM,20930
12,martin,heinrich,democrat,20000,10000,10000,Express Scripts,NMS1,NM,20930
13,martin,heinrich,democrat,20000,20000,0,Korein Tillery LLC,NMS1,NM,20930
14,martin,heinrich,democrat,19000,19000,0,Doterra International,NMS1,NM,20930
15,martin,heinrich,democrat,18700,18700,0,Forbes Tate Partners,NMS1,NM,20930
16,martin,heinrich,democrat,18500,18500,0,L&F Distributors,NMS1,NM,20930
17,martin,heinrich,democrat,17200,7200,10000,Facebook Inc,NMS1,NM,20930
18,martin,heinrich,democrat,16972,7472,9500,Google Inc,NMS1,NM,20930
19,martin,heinrich,democrat,16700,14000,2700,Ultimate Fighting Championship,NMS1,NM,20930
20,jacky,rosen,democrat,604219,594219,10000,EMILY's List,NVS1,NV,21743
21,jacky,rosen,democrat,169839,169839,0,Democracy Engine,NVS1,NV,21743
22,jacky,rosen,democrat,147400,147400,0,Google Inc,NVS1,NV,21743
23,jacky,rosen,democrat,133381,123485,9896,League of Conservation Voters,NVS1,NV,21743
24,jacky,rosen,democrat,88475,88475,0,JStreetPAC,NVS1,NV,21743
25,jacky,rosen,democrat,71971,71926,45,Womencount PAC,NVS1,NV,21743
26,jacky,rosen,democrat,64003,64003,0,DE Shaw & Co,NVS1,NV,21743
27,jacky,rosen,democrat,59823,59823,0,Stanford University,NVS1,NV,21743
28,jacky,rosen,democrat,47415,15,47400,Democratic Senatorial Campaign Cmte,NVS1,NV,21743
29,jacky,rosen,democrat,47415,15,47400,Democratic Senatorial Campaign Cmte,NVS1,NV,21743
30,jacky,rosen,democrat,46704,46704,0,Microsoft Corp,NVS1,NV,21743
31,jacky,rosen,democrat,41104,41104,0,"Paul, Weiss et al",NVS1,NV,21743
32,jacky,rosen,democrat,40544,40544,0,Harvard University,NVS1,NV,21743
33,jacky,rosen,democrat,38879,38879,0,Apple Inc,NVS1,NV,21743
34,jacky,rosen,democrat,38300,38300,0,Motley Rice LLC,NVS1,NV,21743
35,jacky,rosen,democrat,36225,26226,9999,Bend The Arc Jewish Action,NVS1,NV,21743
36,jacky,rosen,democrat,35283,35283,0,Amazon.com,NVS1,NV,21743
37,jacky,rosen,democrat,35172,35172,0,University of Nevada/Las Vegas,NVS1,NV,21743
38,jacky,rosen,democrat,34694,34694,0,University of California,NVS1,NV,21743
39,jacky,rosen,democrat,32525,32525,0,Sullivan & Cromwell,NVS1,NV,21743
40,jacky,rosen,democrat,32392,32392,0,University of California/Berkeley,NVS1,NV,21743
0,lindsey,graham,republican,110794,102555,8239,Republican Jewish Coalition,SCS2,SC,29566
1,lindsey,graham,republican,48893,48893,0,US Dept of Defense,SCS2,SC,29566
2,lindsey,graham,republican,46364,46364,0,Bank of America,SCS2,SC,29566
3,lindsey,graham,republican,46053,45053,1000,Wells Fargo,SCS2,SC,29566
4,lindsey,graham,republican,42591,42591,0,US Government,SCS2,SC,29566
5,lindsey,graham,republican,41259,32259,9000,Boeing Co,SCS2,SC,29566
6,lindsey,graham,republican,36333,36333,0,Blackstone Group,SCS2,SC,29566
7,lindsey,graham,republican,34221,24221,10000,Blue Cross/Blue Shield,SCS2,SC,29566
8,lindsey,graham,republican,33113,23113,10000,Berkshire Hathaway,SCS2,SC,29566
9,lindsey,graham,republican,33048,23048,10000,Comcast Corp,SCS2,SC,29566
10,lindsey,graham,republican,32968,25968,7000,Raytheon Technologies,SCS2,SC,29566
11,lindsey,graham,republican,32953,25453,7500,Delta Air Lines,SCS2,SC,29566
12,lindsey,graham,republican,32842,32842,0,US Army,SCS2,SC,29566
13,lindsey,graham,republican,32673,32673,0,IBM Corp,SCS2,SC,29566
14,lindsey,graham,republican,32400,32400,0,Rdl Inc,SCS2,SC,29566
15,lindsey,graham,republican,32250,22250,10000,National Assn of Broadcasters,SCS2,SC,29566
16,lindsey,graham,republican,30848,30848,0,US Air Force,SCS2,SC,29566
17,lindsey,graham,republican,30466,20466,10000,Microsoft Corp,SCS2,SC,29566
18,lindsey,graham,republican,30055,30055,0,US Postal Service,SCS2,SC,29566
19,lindsey,graham,republican,29201,29201,0,American Airlines Group,SCS2,SC,29566
20,jon,ossoff,democrat,1084606,1084606,0,Alphabet Inc,GAS1,GA,42103
21,jon,ossoff,democrat,721821,721821,0,University of California,GAS1,GA,42103
22,jon,ossoff,democrat,369789,369789,0,Microsoft Corp,GAS1,GA,42103
23,jon,ossoff,democrat,361540,361540,0,Apple Inc,GAS1,GA,42103
24,jon,ossoff,democrat,333493,333493,0,Amazon.com                              ,GAS1,GA,42103
25,jon,ossoff,democrat,262773,262773,0,Facebook Inc,GAS1,GA,42103
26,jon,ossoff,democrat,238773,238773,0,US Government,GAS1,GA,42103
27,jon,ossoff,democrat,226458,226458,0,AT&T Inc,GAS1,GA,42103
28,jon,ossoff,democrat,218299,218299,0,Kaiser Permanente,GAS1,GA,42103
29,jon,ossoff,democrat,217252,217252,0,Stanford University,GAS1,GA,42103
30,jon,ossoff,democrat,203559,203559,0,Emory University,GAS1,GA,42103
31,jon,ossoff,democrat,202977,202977,0,Harvard University,GAS1,GA,42103
32,jon,ossoff,democrat,188617,188617,0,Democracy Engine,GAS1,GA,42103
33,jon,ossoff,democrat,183984,183225,759,J Street,GAS1,GA,42103
34,jon,ossoff,democrat,181127,181127,0,Walt Disney Co,GAS1,GA,42103
35,jon,ossoff,democrat,172258,172258,0,US Dept of Health & Human Services      ,GAS1,GA,42103
36,jon,ossoff,democrat,170798,170798,0,IBM Corp,GAS1,GA,42103
37,jon,ossoff,democrat,161509,161509,0,State of California,GAS1,GA,42103
38,jon,ossoff,democrat,150141,150141,0,"City of New York, NY",GAS1,GA,42103
39,jon,ossoff,democrat,141699,141699,0,Columbia University,GAS1,GA,42103
0,cynthia,lummis,republican,146748,146748,0,Senate Conservatives Fund,WYS2,WY,20953
1,cynthia,lummis,republican,139288,139288,0,Club for Growth,WYS2,WY,20953
2,cynthia,lummis,republican,14000,14000,0,Sinclair Companies,WYS2,WY,20953
3,cynthia,lummis,republican,12500,0,12500,Chevron Corp,WYS2,WY,20953
4,cynthia,lummis,republican,11200,11200,0,San Francisco Giants,WYS2,WY,20953
5,cynthia,lummis,republican,10500,500,10000,Occidental Petroleum,WYS2,WY,20953
6,cynthia,lummis,republican,10026,26,10000,Exxon Mobil,WYS2,WY,20953
7,cynthia,lummis,republican,10000,0,10000,Common Values PAC,WYS2,WY,20953
8,cynthia,lummis,republican,10000,0,10000,Credit Union National Assn,WYS2,WY,20953
9,cynthia,lummis,republican,10000,0,10000,Continuing America's Strength & Security,WYS2,WY,20953
10,cynthia,lummis,republican,10000,0,10000,Freedom Fund,WYS2,WY,20953
11,cynthia,lummis,republican,10000,0,10000,Fund for a Conservative Future,WYS2,WY,20953
12,cynthia,lummis,republican,10000,0,10000,Citizens United,WYS2,WY,20953
13,cynthia,lummis,republican,10000,0,10000,Badlands PAC,WYS2,WY,20953
14,cynthia,lummis,republican,10000,0,10000,Alamo PAC,WYS2,WY,20953
15,cynthia,lummis,republican,10000,0,10000,Bluegrass Cmte,WYS2,WY,20953
16,cynthia,lummis,republican,10000,0,10000,Heartland Values PAC,WYS2,WY,20953
17,cynthia,lummis,republican,10000,0,10000,Halliburton Co,WYS2,WY,20953
18,cynthia,lummis,republican,10000,0,10000,Koch Industries,WYS2,WY,20953
19,cynthia,lummis,republican,10000,0,10000,National Assn of Convenience Stores,WYS2,WY,20953
0,chuck,grassley,republican,93660,93660,0,Democracy Engine,IAS1,IA,14226
1,chuck,grassley,republican,25150,25150,0,DCI Group,IAS1,IA,14226
2,chuck,grassley,republican,25114,5614,19500,Chevron Corp,IAS1,IA,14226
3,chuck,grassley,republican,20100,10100,10000,Apollo Global Management,IAS1,IA,14226
4,chuck,grassley,republican,16925,6925,10000,Wells Fargo,IAS1,IA,14226
5,chuck,grassley,republican,16733,16733,0,Station Casinos,IAS1,IA,14226
6,chuck,grassley,republican,16600,11600,5000,DISH Network,IAS1,IA,14226
7,chuck,grassley,republican,15922,15922,0,Energy Transfer LP,IAS1,IA,14226
8,chuck,grassley,republican,15500,0,15500,Blue Cross/Blue Shield,IAS1,IA,14226
9,chuck,grassley,republican,15250,15250,0,Summit Agricultural Group,IAS1,IA,14226
10,chuck,grassley,republican,15167,15167,0,Peterson Contractors,IAS1,IA,14226
11,chuck,grassley,republican,14753,14753,0,Walter Oil & Gas,IAS1,IA,14226
12,chuck,grassley,republican,14500,14500,0,Kirke Financial Services,IAS1,IA,14226
13,chuck,grassley,republican,13100,13100,0,Hillwood Development,IAS1,IA,14226
14,chuck,grassley,republican,12900,2900,10000,National Assn of Real Estate Investment Trusts,IAS1,IA,14226
15,chuck,grassley,republican,12605,12605,0,Blackstone Group,IAS1,IA,14226
16,chuck,grassley,republican,12600,12600,0,Buyers Realty (Iowa),IAS1,IA,14226
17,chuck,grassley,republican,12600,12600,0,Kent Corp (Iowa),IAS1,IA,14226
18,chuck,grassley,republican,12500,0,12500,Charter Communications,IAS1,IA,14226
19,chuck,grassley,republican,12500,7500,5000,Alston & Bird,IAS1,IA,14226
0,ben,cardin,democrat,47200,47200,0,NorPAC,MDS1,MD,15408
1,ben,cardin,democrat,33700,23700,10000,Lockheed Martin,MDS1,MD,15408
2,ben,cardin,democrat,26250,16250,10000,Guardian Life Insurance,MDS1,MD,15408
3,ben,cardin,democrat,22250,22250,0,Delaware Valley Urology,MDS1,MD,15408
4,ben,cardin,democrat,20025,15025,5000,CareFirst Blue Cross/Blue Shield,MDS1,MD,15408
5,ben,cardin,democrat,20000,10000,10000,Select Medical Corp,MDS1,MD,15408
6,ben,cardin,democrat,19500,4750,14750,Pakistani American Public Affairs Cmte,MDS1,MD,15408
7,ben,cardin,democrat,19100,13100,6000,"Brownstein, Hyatt et al",MDS1,MD,15408
8,ben,cardin,democrat,18750,8750,10000,Northwestern Mutual Life Insurance,MDS1,MD,15408
9,ben,cardin,democrat,18200,18200,0,Apollo Management,MDS1,MD,15408
10,ben,cardin,democrat,17200,17200,0,Discovery Inc,MDS1,MD,15408
11,ben,cardin,democrat,15000,5000,10000,Marriott International,MDS1,MD,15408
12,ben,cardin,democrat,14900,5400,9500,National Assn of Real Estate Investment Trusts,MDS1,MD,15408
13,ben,cardin,democrat,14000,14000,0,Michael Companies,MDS1,MD,15408
14,ben,cardin,democrat,13500,13500,0,HBJ Investments,MDS1,MD,15408
15,ben,cardin,democrat,12874,2874,10000,American Orthotic & Prosthetic Assn,MDS1,MD,15408
16,ben,cardin,democrat,12700,2700,10000,TransAmerica,MDS1,MD,15408
17,ben,cardin,democrat,12000,2000,10000,Massachusetts Mutual Life Insurance,MDS1,MD,15408
18,ben,cardin,democrat,11800,10800,1000,Covington & Burling,MDS1,MD,15408
19,ben,cardin,democrat,11550,11550,0,Laureate Education,MDS1,MD,15408
20,rick,scott,republican,167674,167674,0,Club for Growth,FLS1,FL,41903
21,rick,scott,republican,125950,125950,0,The Villages,FLS1,FL,41903
22,rick,scott,republican,75400,65400,10000,GEO Group,FLS1,FL,41903
23,rick,scott,republican,64600,64600,0,Nextera Energy,FLS1,FL,41903
24,rick,scott,republican,55600,45600,10000,Home Depot,FLS1,FL,41903
25,rick,scott,republican,37901,37901,0,State Farm Insurance,FLS1,FL,41903
26,rick,scott,republican,37800,37800,0,Lewis Bear Co                                     ,FLS1,FL,41903
27,rick,scott,republican,31100,31100,0,Greenberg Traurig LLP,FLS1,FL,41903
28,rick,scott,republican,27750,27750,0,Full Sail,FLS1,FL,41903
29,rick,scott,republican,27490,17490,10000,Republican Jewish Coalition,FLS1,FL,41903
30,rick,scott,republican,24801,14801,10000,HCA Inc,FLS1,FL,41903
31,rick,scott,republican,24300,24300,0,Dex Imaging,FLS1,FL,41903
32,rick,scott,republican,24300,24300,0,Florida Crystals,FLS1,FL,41903
33,rick,scott,republican,23750,18750,5000,United Technologies,FLS1,FL,41903
34,rick,scott,republican,22100,22100,0,State of Florida,FLS1,FL,41903
35,rick,scott,republican,21600,21600,0,GL Homes of Florida,FLS1,FL,41903
36,rick,scott,republican,20800,20800,0,Covelli Enterprises,FLS1,FL,41903
37,rick,scott,republican,20800,10800,10000,Ryan LLC,FLS1,FL,41903
38,rick,scott,republican,20310,14100,6210,BGR Group,FLS1,FL,41903
39,rick,scott,republican,19750,19750,0,Akerman LLP,FLS1,FL,41903
0,joni,ernst,republican,103200,103200,0,Votesane PAC,IAS2,IA,41502
1,joni,ernst,republican,60840,55340,5500,Raytheon Technologies,IAS2,IA,41502
2,joni,ernst,republican,55546,55546,0,Blackstone Group,IAS2,IA,41502
3,joni,ernst,republican,43500,34500,9000,NextEra Energy,IAS2,IA,41502
4,joni,ernst,republican,38300,38300,0,Elliott Management,IAS2,IA,41502
5,joni,ernst,republican,35000,35000,0,Apollo,IAS2,IA,41502
6,joni,ernst,republican,32735,27735,5000,Susan B Anthony List,IAS2,IA,41502
7,joni,ernst,republican,31752,24749,7003,Republican Jewish Coalition,IAS2,IA,41502
8,joni,ernst,republican,30012,22512,7500,Wells Fargo,IAS2,IA,41502
9,joni,ernst,republican,29000,29000,0,NorPAC,IAS2,IA,41502
10,joni,ernst,republican,28170,28170,0,Apollo Global Management,IAS2,IA,41502
11,joni,ernst,republican,26678,16678,10000,FedEx Corp,IAS2,IA,41502
12,joni,ernst,republican,25200,25200,0,Lmbi Lp,IAS2,IA,41502
13,joni,ernst,republican,23800,23800,0,BGR Group,IAS2,IA,41502
14,joni,ernst,republican,22498,22498,0,Ashley Furniture,IAS2,IA,41502
15,joni,ernst,republican,22400,22400,0,Amscot Financial,IAS2,IA,41502
16,joni,ernst,republican,21800,21800,0,Village Properties                                ,IAS2,IA,41502
17,joni,ernst,republican,21750,11750,10000,Centene Corp,IAS2,IA,41502
18,joni,ernst,republican,21145,21145,0,Cerberus Capital Management             ,IAS2,IA,41502
19,joni,ernst,republican,21060,21060,0,Kirkland & Ellis,IAS2,IA,41502
0,marco,rubio,republican,114900,114900,0,Votesane PAC,FLS2,FL,41102
1,marco,rubio,republican,109800,104800,5000,Pro-Israel America PAC,FLS2,FL,41102
2,marco,rubio,republican,63900,63900,0,The Villages,FLS2,FL,41102
3,marco,rubio,republican,45100,45100,0,GEO Group,FLS2,FL,41102
4,marco,rubio,republican,42800,42800,0,Leon Medical Centers,FLS2,FL,41102
5,marco,rubio,republican,39544,34544,5000,Republican Jewish Coalition,FLS2,FL,41102
6,marco,rubio,republican,31300,26300,5000,Kratos Defense & Security Solutions,FLS2,FL,41102
7,marco,rubio,republican,28350,23850,4500,"Akin, Gump et al",FLS2,FL,41102
8,marco,rubio,republican,27550,27550,0,Kirkland & Ellis,FLS2,FL,41102
9,marco,rubio,republican,25462,22962,2500,Wells Fargo,FLS2,FL,41102
10,marco,rubio,republican,25300,16300,9000,"Brownstein, Hyatt et al",FLS2,FL,41102
11,marco,rubio,republican,23225,13225,10000,Comcast Corp,FLS2,FL,41102
12,marco,rubio,republican,23200,23200,0,Giant Group,FLS2,FL,41102
13,marco,rubio,republican,23200,23200,0,Duty Free Americas,FLS2,FL,41102
14,marco,rubio,republican,23200,23200,0,Braman Enterprises,FLS2,FL,41102
15,marco,rubio,republican,23200,23200,0,Pritchett Trucking,FLS2,FL,41102
16,marco,rubio,republican,23200,23200,0,Wso,FLS2,FL,41102
17,marco,rubio,republican,22533,22533,0,Station Casinos,FLS2,FL,41102
18,marco,rubio,republican,22370,7370,15000,Southern Glazer's Wine & Spirits,FLS2,FL,41102
19,marco,rubio,republican,21159,21159,0,State of Florida,FLS2,FL,41102
0,elizabeth,warren,democrat,128407,123407,5000,EMILY's List,MAS1,MA,41301
1,elizabeth,warren,democrat,109512,106507,3005,Womencount PAC,MAS1,MA,41301
2,elizabeth,warren,democrat,69418,69418,0,Harvard University,MAS1,MA,41301
3,elizabeth,warren,democrat,65625,60625,5000,Brown Rudnick Llp,MAS1,MA,41301
4,elizabeth,warren,democrat,53226,53226,0,Massachusetts Institute of Technology,MAS1,MA,41301
5,elizabeth,warren,democrat,40131,40131,0,Stanford University,MAS1,MA,41301
6,elizabeth,warren,democrat,39746,39746,0,"Lieff, Cabraser et al",MAS1,MA,41301
7,elizabeth,warren,democrat,38582,38582,0,Google Inc,MAS1,MA,41301
8,elizabeth,warren,democrat,37200,34169,3031,League of Conservation Voters,MAS1,MA,41301
9,elizabeth,warren,democrat,28061,28061,0,Commonwealth of Massachusetts,MAS1,MA,41301
10,elizabeth,warren,democrat,27266,27266,0,Berger & Montague,MAS1,MA,41301
11,elizabeth,warren,democrat,26911,16911,10000,Moveon.org,MAS1,MA,41301
12,elizabeth,warren,democrat,26646,26646,0,Boston University,MAS1,MA,41301
13,elizabeth,warren,democrat,23900,23900,0,"Cotchett, Pitre & McCarthy",MAS1,MA,41301
14,elizabeth,warren,democrat,23452,23452,0,Goulston & Storrs,MAS1,MA,41301
15,elizabeth,warren,democrat,23306,23306,0,Harvard University Law School,MAS1,MA,41301
16,elizabeth,warren,democrat,23023,23023,0,Morgan Stanley,MAS1,MA,41301
17,elizabeth,warren,democrat,22525,22525,0,Baron & Budd,MAS1,MA,41301
18,elizabeth,warren,democrat,21756,21756,0,Democracy Engine,MAS1,MA,41301
19,elizabeth,warren,democrat,21615,21615,0,Yelp Inc,MAS1,MA,41301
0,rand,paul,republican,148795,147595,1200,Club for Growth,KYS2,KY,41104
1,rand,paul,republican,143702,138702,5000,Senate Conservatives Fund,KYS2,KY,41104
2,rand,paul,republican,20300,20300,0,Mason Capital Management,KYS2,KY,41104
3,rand,paul,republican,20300,20300,0,G&J Pepsi-Cola Bottlers,KYS2,KY,41104
4,rand,paul,republican,17400,17400,0,Needham Roofing,KYS2,KY,41104
5,rand,paul,republican,17000,17000,0,Forcht Group of Kentucky,KYS2,KY,41104
6,rand,paul,republican,15922,15922,0,Energy Transfer LP,KYS2,KY,41104
7,rand,paul,republican,14753,14753,0,Walter Oil & Gas,KYS2,KY,41104
8,rand,paul,republican,14250,14250,0,US Immigration Fund,KYS2,KY,41104
9,rand,paul,republican,14000,6500,7500,KKR & Co,KYS2,KY,41104
10,rand,paul,republican,12500,1500,11000,Amgen Inc,KYS2,KY,41104
11,rand,paul,republican,12200,12200,0,Red Apple Group,KYS2,KY,41104
12,rand,paul,republican,12025,12025,0,Frost Brown Todd LLC,KYS2,KY,41104
13,rand,paul,republican,12000,0,12000,Charter Communications,KYS2,KY,41104
14,rand,paul,republican,12000,2000,10000,Associated Builders & Contractors,KYS2,KY,41104
15,rand,paul,republican,11700,11700,0,Chartwell Hotels,KYS2,KY,41104
16,rand,paul,republican,11675,1675,10000,Humana Inc,KYS2,KY,41104
17,rand,paul,republican,11600,11600,0,Hunt Companies,KYS2,KY,41104
18,rand,paul,republican,11600,11600,0,Golden Age Farm,KYS2,KY,41104
19,rand,paul,republican,11600,11600,0,Bobby Cox Companies,KYS2,KY,41104
0,mark,kelly,democrat,245011,245011,0,Democracy Engine,AZS1,AZ,41905
1,mark,kelly,democrat,162838,162838,0,University of California                ,AZS1,AZ,41905
2,mark,kelly,democrat,110153,110153,0,Alphabet Inc,AZS1,AZ,41905
3,mark,kelly,democrat,101501,101501,0,University of Arizona,AZS1,AZ,41905
4,mark,kelly,democrat,94369,94369,0,Arizona State University,AZS1,AZ,41905
5,mark,kelly,democrat,69500,69500,0,Microsoft Corp                          ,AZS1,AZ,41905
6,mark,kelly,democrat,66909,66909,0,Apple Inc,AZS1,AZ,41905
7,mark,kelly,democrat,54688,54688,0,J Street,AZS1,AZ,41905
8,mark,kelly,democrat,51028,51028,0,Walt Disney Co,AZS1,AZ,41905
9,mark,kelly,democrat,50808,50808,0,Amazon.com,AZS1,AZ,41905
10,mark,kelly,democrat,49039,49039,0,US Government,AZS1,AZ,41905
11,mark,kelly,democrat,46643,46643,0,Stanford University,AZS1,AZ,41905
12,mark,kelly,democrat,43553,43553,0,Raytheon Technologies,AZS1,AZ,41905
13,mark,kelly,democrat,43201,43201,0,Wilmerhale Llp,AZS1,AZ,41905
14,mark,kelly,democrat,42000,42000,0,Motley Rice LLC,AZS1,AZ,41905
15,mark,kelly,democrat,40422,40422,0,Intel Corp,AZS1,AZ,41905
16,mark,kelly,democrat,40072,40072,0,Harvard University,AZS1,AZ,41905
17,mark,kelly,democrat,38642,38642,0,Banner Health,AZS1,AZ,41905
18,mark,kelly,democrat,38248,38248,0,IBM Corp,AZS1,AZ,41905
19,mark,kelly,democrat,35944,35944,0,Yale University,AZS1,AZ,41905
0,sheldon,whitehouse,democrat,182361,172549,9812,League of Conservation Voters,RIS1,RI,40704
1,sheldon,whitehouse,democrat,75838,75838,0,Democracy Engine,RIS1,RI,40704
2,sheldon,whitehouse,democrat,33475,33475,0,Motley Rice LLC,RIS1,RI,40704
3,sheldon,whitehouse,democrat,33439,33439,0,Wilmerhale Llp,RIS1,RI,40704
4,sheldon,whitehouse,democrat,25844,25844,0,Brown University,RIS1,RI,40704
5,sheldon,whitehouse,democrat,23399,18399,5000,JStreetPAC,RIS1,RI,40704
6,sheldon,whitehouse,democrat,22300,22300,0,"Kazan, McClain et al",RIS1,RI,40704
7,sheldon,whitehouse,democrat,20630,7400,13230,Ocean Champions,RIS1,RI,40704
8,sheldon,whitehouse,democrat,20000,10000,10000,Alkermes Inc,RIS1,RI,40704
9,sheldon,whitehouse,democrat,18900,18900,0,"Kleiner, Perkins et al",RIS1,RI,40704
10,sheldon,whitehouse,democrat,18400,18400,0,"Adler, Pollock & Sheehan",RIS1,RI,40704
11,sheldon,whitehouse,democrat,17900,17900,0,Aloha Partners,RIS1,RI,40704
12,sheldon,whitehouse,democrat,16535,6535,10000,CVS Health,RIS1,RI,40704
13,sheldon,whitehouse,democrat,16200,16200,0,DreamWorks SKG,RIS1,RI,40704
14,sheldon,whitehouse,democrat,16200,16200,0,Korein Tillery Llc,RIS1,RI,40704
15,sheldon,whitehouse,democrat,16200,16200,0,Technology Crossover Ventures,RIS1,RI,40704
16,sheldon,whitehouse,democrat,15800,10800,5000,DISH Network,RIS1,RI,40704
17,sheldon,whitehouse,democrat,15400,10900,4500,Greenberg Traurig LLP,RIS1,RI,40704
18,sheldon,whitehouse,democrat,15300,15300,0,Larkspur Management,RIS1,RI,40704
19,sheldon,whitehouse,democrat,15300,12300,3000,National Grid USA,RIS1,RI,40704
0,mike,crapo,republican,94600,92100,2500,UnitedHealth Group,IDS2,ID,29345
1,mike,crapo,republican,80250,70250,10000,Apollo Global Management,IDS2,ID,29345
2,mike,crapo,republican,45000,45000,0,Capital Group,IDS2,ID,29345
3,mike,crapo,republican,39300,39300,0,BlackRock Inc,IDS2,ID,29345
4,mike,crapo,republican,37710,37710,0,Pro-Israel America PAC,IDS2,ID,29345
5,mike,crapo,republican,36300,20300,16000,Blue Cross/Blue Shield,IDS2,ID,29345
6,mike,crapo,republican,32700,24800,7900,American Israel Public Affairs Cmte,IDS2,ID,29345
7,mike,crapo,republican,32400,24900,7500,Delta Air Lines,IDS2,ID,29345
8,mike,crapo,republican,29300,29300,0,NorPAC,IDS2,ID,29345
9,mike,crapo,republican,25700,25700,0,Blackstone Group,IDS2,ID,29345
10,mike,crapo,republican,24422,16922,7500,Energy Transfer LP,IDS2,ID,29345
11,mike,crapo,republican,21000,13800,7200,Illumina Inc,IDS2,ID,29345
12,mike,crapo,republican,19900,19900,0,"Paul, Weiss et al",IDS2,ID,29345
13,mike,crapo,republican,16733,16733,0,Station Casinos,IDS2,ID,29345
14,mike,crapo,republican,16500,11500,5000,DaVita Inc,IDS2,ID,29345
15,mike,crapo,republican,16200,9200,7000,"Brownstein, Hyatt et al",IDS2,ID,29345
16,mike,crapo,republican,15800,5800,10000,National Assn of Home Builders,IDS2,ID,29345
17,mike,crapo,republican,14800,14800,0,"Tarplin, Downs & Young",IDS2,ID,29345
18,mike,crapo,republican,14753,14753,0,Walter Oil & Gas,IDS2,ID,29345
19,mike,crapo,republican,14100,14100,0,Hunt Companies,IDS2,ID,29345
0,ed,markey,democrat,128733,128733,0,Democracy Engine,MAS2,MA,14435
1,ed,markey,democrat,107688,107688,0,Harvard University,MAS2,MA,14435
2,ed,markey,democrat,64389,64389,0,Apollo Global Management,MAS2,MA,14435
3,ed,markey,democrat,52712,52712,0,Alphabet Inc,MAS2,MA,14435
4,ed,markey,democrat,51470,51470,0,Commonwealth of Massachusetts,MAS2,MA,14435
5,ed,markey,democrat,41425,41425,0,Blackstone Group,MAS2,MA,14435
6,ed,markey,democrat,39892,39892,0,Boston University,MAS2,MA,14435
7,ed,markey,democrat,39472,39472,0,WilmerHale LLP,MAS2,MA,14435
8,ed,markey,democrat,37022,37022,0,Mass General Brigham,MAS2,MA,14435
9,ed,markey,democrat,33087,33087,0,Massachusetts Institute of Technology,MAS2,MA,14435
10,ed,markey,democrat,28569,28569,0,Tufts University,MAS2,MA,14435
11,ed,markey,democrat,27807,27807,0,University of Massachusetts,MAS2,MA,14435
12,ed,markey,democrat,25000,25000,0,Kabafusion,MAS2,MA,14435
13,ed,markey,democrat,24450,24450,0,"Cotchett, Pitre & McCarthy",MAS2,MA,14435
14,ed,markey,democrat,22857,17857,5000,Walmart Inc,MAS2,MA,14435
15,ed,markey,democrat,22568,22568,0,"Robbins, Geller et al                   ",MAS2,MA,14435
16,ed,markey,democrat,20620,20620,0,Capital Group,MAS2,MA,14435
17,ed,markey,democrat,19864,19864,0,Apple Inc,MAS2,MA,14435
18,ed,markey,democrat,19215,11715,7500,DISH Network,MAS2,MA,14435
19,ed,markey,democrat,18200,18200,0,Power Rogers Llp,MAS2,MA,14435
0,mitch,mcconnell,republican,163575,163575,0,NorPAC,KYS1,KY,14921
1,mitch,mcconnell,republican,126800,126800,0,Votesane PAC,KYS1,KY,14921
2,mitch,mcconnell,republican,109502,108502,1000,Blackstone Group,KYS1,KY,14921
3,mitch,mcconnell,republican,107600,102600,5000,United Parcel Service,KYS1,KY,14921
4,mitch,mcconnell,republican,88402,80902,7500,KKR & Co,KYS1,KY,14921
5,mitch,mcconnell,republican,72091,67091,5000,NextEra Energy,KYS1,KY,14921
6,mitch,mcconnell,republican,63600,53600,10000,Apollo Global Management,KYS1,KY,14921
7,mitch,mcconnell,republican,59250,59250,0,Capital Group Companies,KYS1,KY,14921
8,mitch,mcconnell,republican,58383,48383,10000,Humana Inc,KYS1,KY,14921
9,mitch,mcconnell,republican,56295,56295,0,AT&T Inc,KYS1,KY,14921
10,mitch,mcconnell,republican,54509,34009,20500,Blue Cross/Blue Shield,KYS1,KY,14921
11,mitch,mcconnell,republican,53388,53388,0,CC Clark Inc,KYS1,KY,14921
12,mitch,mcconnell,republican,52204,42204,10000,GEO Group,KYS1,KY,14921
13,mitch,mcconnell,republican,48639,48639,0,Eli Lilly & Co,KYS1,KY,14921
