,firstname,lastname,party,amount,contributor,race
30,brock,pierce,other,1000,Ebert,VTS2
31,gerald,malloy,republican,5800,Audax Group,VTS2
32,gerald,malloy,republican,5800,Fast Food Systems,VTS2
33,gerald,malloy,republican,5800,Pharmasphere Inc,VTS2
34,gerald,malloy,republican,5800,Political Advisor & Vt Procedure Con,VTS2
35,gerald,malloy,republican,5720,Gerald Malloy for US Senate,VTS2
36,gerald,malloy,republican,5300,Webdesiger,VTS2
37,gerald,malloy,republican,5000,Huck PAC,VTS2
38,gerald,malloy,republican,5000,Badlands PAC,VTS2
39,gerald,malloy,republican,5000,Barclay'S Bank Plc,VTS2
40,gerald,malloy,republican,3100,Amazon.com,VTS2
41,gerald,malloy,republican,2900,Mardeva,VTS2
42,gerald,malloy,republican,2900,Needham Roofing,VTS2
43,gerald,malloy,republican,2900,Nevada West Partners,VTS2
44,gerald,malloy,republican,2900,Freeman Spogli & Co,VTS2
45,gerald,malloy,republican,2900,Abro Industries,VTS2
46,gerald,malloy,republican,2900,Ado,VTS2
47,gerald,malloy,republican,2900,Equity Now,VTS2
48,gerald,malloy,republican,2900,Voice Overs,VTS2
49,gerald,malloy,republican,2500,Video,VTS2
50,gerald,malloy,republican,2500,Republican Majority Fund,VTS2
51,mark,coester,other,0,,VTS2
52,cris,ericson,other,0,,VTS2
53,christopher,helali,other,0,,VTS2
54,kerry,raheb,other,0,,VTS2
55,martha,abbott,other,0,,VTS2
0,lindsey,graham,republican,110794,Republican Jewish Coalition,SCS2
1,lindsey,graham,republican,48893,US Dept of Defense,SCS2
2,lindsey,graham,republican,46364,Bank of America,SCS2
3,lindsey,graham,republican,46053,Wells Fargo,SCS2
4,lindsey,graham,republican,42591,US Government,SCS2
5,lindsey,graham,republican,41259,Boeing Co,SCS2
6,lindsey,graham,republican,36333,Blackstone Group,SCS2
7,lindsey,graham,republican,34221,Blue Cross/Blue Shield,SCS2
8,lindsey,graham,republican,33113,Berkshire Hathaway,SCS2
9,lindsey,graham,republican,33048,Comcast Corp,SCS2
10,lindsey,graham,republican,32968,Raytheon Technologies,SCS2
11,lindsey,graham,republican,32953,Delta Air Lines,SCS2
12,lindsey,graham,republican,32842,US Army,SCS2
13,lindsey,graham,republican,32673,IBM Corp,SCS2
14,lindsey,graham,republican,32400,Rdl Inc,SCS2
15,lindsey,graham,republican,32250,National Assn of Broadcasters,SCS2
16,lindsey,graham,republican,30848,US Air Force,SCS2
17,lindsey,graham,republican,30466,Microsoft Corp,SCS2
18,lindsey,graham,republican,30055,US Postal Service,SCS2
19,lindsey,graham,republican,29201,American Airlines Group,SCS2
20,jaime,harrison,democrat,575993,Alphabet Inc,SCS2
21,jaime,harrison,democrat,535399,University of California                ,SCS2
22,jaime,harrison,democrat,294811,Microsoft Corp,SCS2
23,jaime,harrison,democrat,281299,US Government,SCS2
24,jaime,harrison,democrat,261443,Amazon.com,SCS2
25,jaime,harrison,democrat,235566,Apple Inc,SCS2
26,jaime,harrison,democrat,203822,Kaiser Permanente,SCS2
27,jaime,harrison,democrat,200694,Walt Disney Co,SCS2
28,jaime,harrison,democrat,190664,Facebook Inc,SCS2
29,jaime,harrison,democrat,179641,AT&T Inc,SCS2
30,jaime,harrison,democrat,159975,Harvard University,SCS2
31,jaime,harrison,democrat,147080,"City of New York, NY",SCS2
32,jaime,harrison,democrat,146139,Stanford University,SCS2
33,jaime,harrison,democrat,142306,State of California,SCS2
34,jaime,harrison,democrat,141808,IBM Corp,SCS2
35,jaime,harrison,democrat,129454,University of Washington,SCS2
36,jaime,harrison,democrat,126038,Wells Fargo,SCS2
37,jaime,harrison,democrat,123325,US Dept of Defense,SCS2
38,jaime,harrison,democrat,117136,US Dept of Health & Human Services,SCS2
39,jaime,harrison,democrat,113715,University of South Carolina,SCS2
40,lloyd,williams,other,0,,SCS2
41,keenan,wallace,other,0,,SCS2
42,david,weikle,other,0,,SCS2
0,david,perdue,republican,321265,Votesane PAC,GAS1
1,david,perdue,republican,317500,Republican Jewish Coalition,GAS1
2,david,perdue,republican,246396,Club for Growth,GAS1
3,david,perdue,republican,148616,Home Depot,GAS1
4,david,perdue,republican,140243,Delta Air Lines,GAS1
5,david,perdue,republican,125410,NorPAC,GAS1
6,david,perdue,republican,123312,Senate Conservatives Fund,GAS1
7,david,perdue,republican,109032,Bank of America,GAS1
8,david,perdue,republican,101200,Ryan LLC,GAS1
9,david,perdue,republican,100419,Wells Fargo,GAS1
10,david,perdue,republican,89660,Apollo Global Management,GAS1
11,david,perdue,republican,86605,Goldman Sachs,GAS1
12,david,perdue,republican,86307,Centene Corp,GAS1
13,david,perdue,republican,77505,CVS Health,GAS1
14,david,perdue,republican,75083,Morgan Stanley,GAS1
15,david,perdue,republican,73120,Pilot Corp,GAS1
16,david,perdue,republican,72107,Cox Enterprises,GAS1
17,david,perdue,republican,70023,GEO Group,GAS1
18,david,perdue,republican,68437,Blackstone Group,GAS1
19,david,perdue,republican,67695,KKR & Co,GAS1
20,jon,ossoff,democrat,1084606,Alphabet Inc,GAS1
21,jon,ossoff,democrat,721821,University of California,GAS1
22,jon,ossoff,democrat,369789,Microsoft Corp,GAS1
23,jon,ossoff,democrat,361540,Apple Inc,GAS1
24,jon,ossoff,democrat,333493,Amazon.com                              ,GAS1
25,jon,ossoff,democrat,262773,Facebook Inc,GAS1
26,jon,ossoff,democrat,238773,US Government,GAS1
27,jon,ossoff,democrat,226458,AT&T Inc,GAS1
28,jon,ossoff,democrat,218299,Kaiser Permanente,GAS1
29,jon,ossoff,democrat,217252,Stanford University,GAS1
30,jon,ossoff,democrat,203559,Emory University,GAS1
31,jon,ossoff,democrat,202977,Harvard University,GAS1
32,jon,ossoff,democrat,188617,Democracy Engine,GAS1
33,jon,ossoff,democrat,183984,J Street,GAS1
34,jon,ossoff,democrat,181127,Walt Disney Co,GAS1
35,jon,ossoff,democrat,172258,US Dept of Health & Human Services      ,GAS1
36,jon,ossoff,democrat,170798,IBM Corp,GAS1
37,jon,ossoff,democrat,161509,State of California,GAS1
38,jon,ossoff,democrat,150141,"City of New York, NY",GAS1
39,jon,ossoff,democrat,141699,Columbia University,GAS1
40,valencia,stovall,other,2800,Yancey Brothers,GAS1
41,valencia,stovall,other,1800,Ga Teachers Retirement System,GAS1
42,valencia,stovall,other,1000,Mabra Firm,GAS1
43,valencia,stovall,other,1000,Painters & Allied Trades Union,GAS1
44,valencia,stovall,other,1000,Ms Travis Learning Center,GAS1
45,allen,buckley,other,0,,GAS1
46,shane,hazel,other,0,,GAS1
47,clifton,kilby,other,0,,GAS1
48,darrell,mcguire,other,0,,GAS1
49,nathan,ethan,other,0,,GAS1
0,cynthia,lummis,republican,146748,Senate Conservatives Fund,WYS2
1,cynthia,lummis,republican,139288,Club for Growth,WYS2
2,cynthia,lummis,republican,14000,Sinclair Companies,WYS2
3,cynthia,lummis,republican,12500,Chevron Corp,WYS2
4,cynthia,lummis,republican,11200,San Francisco Giants,WYS2
5,cynthia,lummis,republican,10500,Occidental Petroleum,WYS2
6,cynthia,lummis,republican,10026,Exxon Mobil,WYS2
7,cynthia,lummis,republican,10000,Common Values PAC,WYS2
8,cynthia,lummis,republican,10000,Credit Union National Assn,WYS2
9,cynthia,lummis,republican,10000,Continuing America's Strength & Security,WYS2
10,cynthia,lummis,republican,10000,Freedom Fund,WYS2
11,cynthia,lummis,republican,10000,Fund for a Conservative Future,WYS2
12,cynthia,lummis,republican,10000,Citizens United,WYS2
13,cynthia,lummis,republican,10000,Badlands PAC,WYS2
14,cynthia,lummis,republican,10000,Alamo PAC,WYS2
15,cynthia,lummis,republican,10000,Bluegrass Cmte,WYS2
16,cynthia,lummis,republican,10000,Heartland Values PAC,WYS2
17,cynthia,lummis,republican,10000,Halliburton Co,WYS2
18,cynthia,lummis,republican,10000,Koch Industries,WYS2
19,cynthia,lummis,republican,10000,National Assn of Convenience Stores,WYS2
20,merav,ben,democrat,11810,University of Wyoming,WYS2
21,merav,ben,democrat,5600,Matthews International Capital Management,WYS2
22,merav,ben,democrat,5545,Western Ecosystems Technology,WYS2
23,merav,ben,democrat,5452,Alphabet Inc,WYS2
24,merav,ben,democrat,5415,Massachusetts Institute of Technology,WYS2
25,merav,ben,democrat,5000,Patagonia Works,WYS2
26,merav,ben,democrat,4242,University of California                ,WYS2
27,merav,ben,democrat,3771,Harvard University,WYS2
28,merav,ben,democrat,3590,State of Wyoming,WYS2
29,merav,ben,democrat,3110,State of Alaska,WYS2
30,merav,ben,democrat,2966,University of Minnesota,WYS2
31,merav,ben,democrat,2800,James M & Cathleen D Stone Foundation,WYS2
32,merav,ben,democrat,2800,Anchor Point Foundation,WYS2
33,merav,ben,democrat,2800,Accord,WYS2
34,merav,ben,democrat,2525,WEST Inc,WYS2
35,merav,ben,democrat,2100,US Dept of the Interior,WYS2
36,merav,ben,democrat,2089,Microsoft Corp,WYS2
37,merav,ben,democrat,2000,Splunk Inc,WYS2
38,merav,ben,democrat,2000,Sawmill Editorial Services,WYS2
39,merav,ben,democrat,2000,Jean W Helz MD,WYS2
0,chuck,grassley,republican,93660,Democracy Engine,IAS1
1,chuck,grassley,republican,25150,DCI Group,IAS1
2,chuck,grassley,republican,25114,Chevron Corp,IAS1
3,chuck,grassley,republican,20100,Apollo Global Management,IAS1
4,chuck,grassley,republican,16925,Wells Fargo,IAS1
5,chuck,grassley,republican,16733,Station Casinos,IAS1
6,chuck,grassley,republican,16600,DISH Network,IAS1
7,chuck,grassley,republican,15922,Energy Transfer LP,IAS1
8,chuck,grassley,republican,15500,Blue Cross/Blue Shield,IAS1
9,chuck,grassley,republican,15250,Summit Agricultural Group,IAS1
10,chuck,grassley,republican,15167,Peterson Contractors,IAS1
11,chuck,grassley,republican,14753,Walter Oil & Gas,IAS1
12,chuck,grassley,republican,14500,Kirke Financial Services,IAS1
13,chuck,grassley,republican,13100,Hillwood Development,IAS1
14,chuck,grassley,republican,12900,National Assn of Real Estate Investment Trusts,IAS1
15,chuck,grassley,republican,12605,Blackstone Group,IAS1
16,chuck,grassley,republican,12600,Buyers Realty (Iowa),IAS1
17,chuck,grassley,republican,12600,Kent Corp (Iowa),IAS1
18,chuck,grassley,republican,12500,Charter Communications,IAS1
19,chuck,grassley,republican,12500,Alston & Bird,IAS1
20,mike,franken,democrat,61533,University of Iowa,IAS1
21,mike,franken,democrat,25901,Iowa State University,IAS1
22,mike,franken,democrat,14170,State of Iowa                           ,IAS1
23,mike,franken,democrat,10700,Knapp Properties,IAS1
24,mike,franken,democrat,10700,Essex Meadows,IAS1
25,mike,franken,democrat,10000,Laborers Union,IAS1
26,mike,franken,democrat,10000,VoteVets.org,IAS1
27,mike,franken,democrat,8914,US Dept of Defense,IAS1
28,mike,franken,democrat,8900,Morgan Stanley,IAS1
29,mike,franken,democrat,8208,US Navy,IAS1
30,mike,franken,democrat,7803,US Government,IAS1
31,mike,franken,democrat,7400,Rush & Nicholson,IAS1
32,mike,franken,democrat,6840,Advantage Administrators,IAS1
33,mike,franken,democrat,6700,International Brotherhood of Electrical Workers,IAS1
34,mike,franken,democrat,6680,University of California                ,IAS1
35,mike,franken,democrat,6300,State Steel,IAS1
36,mike,franken,democrat,6085,BH Management,IAS1
37,mike,franken,democrat,5938,Target Corp,IAS1
38,mike,franken,democrat,5810,Alphabet Inc,IAS1
39,mike,franken,democrat,5800,Atlas,IAS1
0,ben,cardin,democrat,47200,NorPAC,MDS1
1,ben,cardin,democrat,33700,Lockheed Martin,MDS1
2,ben,cardin,democrat,26250,Guardian Life Insurance,MDS1
3,ben,cardin,democrat,22250,Delaware Valley Urology,MDS1
4,ben,cardin,democrat,20025,CareFirst Blue Cross/Blue Shield,MDS1
5,ben,cardin,democrat,20000,Select Medical Corp,MDS1
6,ben,cardin,democrat,19500,Pakistani American Public Affairs Cmte,MDS1
7,ben,cardin,democrat,19100,"Brownstein, Hyatt et al",MDS1
8,ben,cardin,democrat,18750,Northwestern Mutual Life Insurance,MDS1
9,ben,cardin,democrat,18200,Apollo Management,MDS1
10,ben,cardin,democrat,17200,Discovery Inc,MDS1
11,ben,cardin,democrat,15000,Marriott International,MDS1
12,ben,cardin,democrat,14900,National Assn of Real Estate Investment Trusts,MDS1
13,ben,cardin,democrat,14000,Michael Companies,MDS1
14,ben,cardin,democrat,13500,HBJ Investments,MDS1
15,ben,cardin,democrat,12874,American Orthotic & Prosthetic Assn,MDS1
16,ben,cardin,democrat,12700,TransAmerica,MDS1
17,ben,cardin,democrat,12000,Massachusetts Mutual Life Insurance,MDS1
18,ben,cardin,democrat,11800,Covington & Burling,MDS1
19,ben,cardin,democrat,11550,Laureate Education,MDS1
20,neal,simon,other,16200,Ernst & Young,MDS1
21,neal,simon,other,16200,Spruce House,MDS1
22,neal,simon,other,10800,Bluewater International,MDS1
23,neal,simon,other,10800,Bpg the Buccini,MDS1
24,neal,simon,other,10800,Capital One Financial,MDS1
25,neal,simon,other,10800,CH2M HILL,MDS1
26,neal,simon,other,10800,Chertoff Group,MDS1
27,neal,simon,other,10800,Exencial Wealth Management,MDS1
28,neal,simon,other,10800,Firefly Value Partners,MDS1
29,neal,simon,other,10800,Kabbage Inc                                       ,MDS1
30,neal,simon,other,10800,Northern Virginia Waterproofing                   ,MDS1
31,neal,simon,other,10800,Saviant Capital,MDS1
32,neal,simon,other,10800,Vestar Capital Partners,MDS1
33,neal,simon,other,7826,Linkedin Corp,MDS1
34,neal,simon,other,6950,Bronfman Rothschild,MDS1
35,neal,simon,other,6900,JBG Smith,MDS1
36,neal,simon,other,6199,Latham & Watkins,MDS1
37,neal,simon,other,5900,Fraser Forbes Real Estate Services,MDS1
38,neal,simon,other,5400,Berkshire Partners,MDS1
39,neal,simon,other,5400,"Boies, Schiller & Flexner",MDS1
40,neal,simon,other,5400,Brandeis University,MDS1
41,neal,simon,other,5400,Carson Group Holdings,MDS1
42,neal,simon,other,5400,Clark Construction Group,MDS1
43,neal,simon,other,5400,Clearpath Foundation,MDS1
44,neal,simon,other,5400,Dream Weaver Foundation,MDS1
45,neal,simon,other,5400,Dreyfuss,MDS1
46,neal,simon,other,5400,Ewing Oil Co,MDS1
47,neal,simon,other,5400,Fivesquare,MDS1
48,neal,simon,other,5400,Futaleufu Partners,MDS1
49,neal,simon,other,5400,Greater Washington Community Foundatio,MDS1
50,neal,simon,other,5400,Greenlight Capital,MDS1
51,neal,simon,other,5400,Hospitality Benefits,MDS1
52,neal,simon,other,5400,Independent Marketing Consultant,MDS1
53,neal,simon,other,5400,Jefferson Builders LLC,MDS1
54,neal,simon,other,5400,Katten Muchin Rosenman Llp              ,MDS1
55,neal,simon,other,5400,Leadership & Transition Coaching Par,MDS1
56,neal,simon,other,5400,Lehrco Corp,MDS1
57,neal,simon,other,5400,Lightking Outdoor,MDS1
58,neal,simon,other,5400,Mandalay Pictures,MDS1
59,neal,simon,other,5400,Nader Family Foundations,MDS1
60,neal,simon,other,5400,New Mountain Capital,MDS1
61,neal,simon,other,5400,Oaktree Capital Management,MDS1
62,neal,simon,other,5400,Riot Games,MDS1
63,neal,simon,other,5400,RST Development,MDS1
64,neal,simon,other,5400,Westland Ventures,MDS1
65,tony,campbell,republican,6800,Harrison Hotel Group,MDS1
66,tony,campbell,republican,5400,Franklin Resources,MDS1
67,tony,campbell,republican,5000,Prescott Investors,MDS1
68,tony,campbell,republican,3650,Republican State Central Cmte/Maryland,MDS1
69,tony,campbell,republican,2700,Ankom Technology,MDS1
70,tony,campbell,republican,2700,Bay Electric,MDS1
71,tony,campbell,republican,2700,Customer Relations Metrics,MDS1
72,tony,campbell,republican,2700,GAMCO Investors,MDS1
73,tony,campbell,republican,2700,Irby Investments,MDS1
74,tony,campbell,republican,2700,KapStone Paper & Packaging,MDS1
75,tony,campbell,republican,2700,Power Monitors,MDS1
76,tony,campbell,republican,2700,Quail Tools Lp,MDS1
77,tony,campbell,republican,2700,Terreg Management                                 ,MDS1
78,tony,campbell,republican,2700,US Navy Reserve,MDS1
79,tony,campbell,republican,2500,Nolan Capital,MDS1
80,tony,campbell,republican,2000,Citizens United,MDS1
81,tony,campbell,republican,2000,Davidsonville Veternarian Hosp,MDS1
82,tony,campbell,republican,2000,Harrison Group,MDS1
83,tony,campbell,republican,2000,Hubbard Broadcasting,MDS1
84,tony,campbell,republican,2000,Sc & H,MDS1
85,tony,campbell,republican,2000,Scandh Group,MDS1
86,tony,campbell,republican,2000,Shawnee Bible Church,MDS1
87,michael,puskar,other,0,,MDS1
88,arvin,vohra,other,0,,MDS1
0,bill,nelson,democrat,213174,Democracy Engine,FLS1
1,bill,nelson,democrat,108135,Harris Corp,FLS1
2,bill,nelson,democrat,78140,Google Inc,FLS1
3,bill,nelson,democrat,71489,League of Conservation Voters,FLS1
4,bill,nelson,democrat,60484,University of Florida,FLS1
5,bill,nelson,democrat,59069,Akerman LLP,FLS1
6,bill,nelson,democrat,47161,American Airlines,FLS1
7,bill,nelson,democrat,46600,Leon Medical Centers,FLS1
8,bill,nelson,democrat,45878,Comcast Corp,FLS1
9,bill,nelson,democrat,41372,Delta Air Lines,FLS1
10,bill,nelson,democrat,40316,Greenberg Traurig LLP,FLS1
11,bill,nelson,democrat,39118,Boeing Co,FLS1
12,bill,nelson,democrat,37737,Blackstone Group,FLS1
13,bill,nelson,democrat,36202,DaVita Inc,FLS1
14,bill,nelson,democrat,35436,"Paul, Weiss et al",FLS1
15,bill,nelson,democrat,35320,Holland & Knight,FLS1
16,bill,nelson,democrat,35096,Berger Singerman PA,FLS1
17,bill,nelson,democrat,34890,Microsoft Corp,FLS1
18,bill,nelson,democrat,34518,Charter Communications,FLS1
19,bill,nelson,democrat,34193,CSX Corp,FLS1
20,rick,scott,republican,167674,Club for Growth,FLS1
21,rick,scott,republican,125950,The Villages,FLS1
22,rick,scott,republican,75400,GEO Group,FLS1
23,rick,scott,republican,64600,Nextera Energy,FLS1
24,rick,scott,republican,55600,Home Depot,FLS1
25,rick,scott,republican,37901,State Farm Insurance,FLS1
26,rick,scott,republican,37800,Lewis Bear Co                                     ,FLS1
27,rick,scott,republican,31100,Greenberg Traurig LLP,FLS1
28,rick,scott,republican,27750,Full Sail,FLS1
29,rick,scott,republican,27490,Republican Jewish Coalition,FLS1
30,rick,scott,republican,24801,HCA Inc,FLS1
31,rick,scott,republican,24300,Dex Imaging,FLS1
32,rick,scott,republican,24300,Florida Crystals,FLS1
33,rick,scott,republican,23750,United Technologies,FLS1
34,rick,scott,republican,22100,State of Florida,FLS1
35,rick,scott,republican,21600,GL Homes of Florida,FLS1
36,rick,scott,republican,20800,Covelli Enterprises,FLS1
37,rick,scott,republican,20800,Ryan LLC,FLS1
38,rick,scott,republican,20310,BGR Group,FLS1
39,rick,scott,republican,19750,Akerman LLP,FLS1
0,john,a,republican,55600,Delta Air Lines,WYS1
1,john,a,republican,41150,Amgen Inc,WYS1
2,john,a,republican,35400,Pinnacle West Capital,WYS1
3,john,a,republican,32200,Blackstone Group,WYS1
4,john,a,republican,31900,Chevron Corp,WYS1
5,john,a,republican,28400,Exelon Corp,WYS1
6,john,a,republican,28300,DISH Network,WYS1
7,john,a,republican,26400,Fierce Government Relations,WYS1
8,john,a,republican,24900,CVS Health,WYS1
9,john,a,republican,24500,Capital Group Companies,WYS1
10,john,a,republican,23500,NextEra Energy,WYS1
11,john,a,republican,23000,BNSF Railway,WYS1
12,john,a,republican,21600,Crestview Partners,WYS1
13,john,a,republican,20400,EmergeOrtho,WYS1
14,john,a,republican,20000,Border Health,WYS1
15,john,a,republican,20000,UnitedHealth Group,WYS1
16,john,a,republican,19000,S-3 Group,WYS1
17,john,a,republican,18900,"Brownstein, Hyatt et al",WYS1
18,john,a,republican,18700,Pfizer Inc,WYS1
19,john,a,republican,18500,Common Values PAC,WYS1
20,gary,trauner,democrat,12340,State of Wyoming,WYS1
21,gary,trauner,democrat,10800,C-Note Management,WYS1
22,gary,trauner,democrat,10800,Cathartes Private Investments,WYS1
